desert,forest,grassland,tundra,desert_pred,forest_pred,grassland_pred,tundra_pred,desert_label,forest_label,grassland_label,tundra_label
0,0,1,0,0.5291742564513837,0.9745894065580222,0.5984453677492833,0.5720724974721415,0.0,1.0,0.0,0.0
0,1,0,0,0.6333384433985733,0.5437346530540065,0.9954150175622188,0.5,0.0,0.0,1.0,0.0
0,0,1,0,0.6549545787021885,0.5155854382397099,0.98665157330863,0.5,0.0,0.0,1.0,0.0
1,0,0,0,0.9842099191209585,0.5,0.5590367625176482,0.951675652089039,1.0,0.0,0.0,0.0
0,1,0,0,0.5518533605387956,0.9918850419952356,0.5658783753341693,0.5294394490167079,0.0,1.0,0.0,0.0
1,0,0,0,0.9941982409200693,0.5471424021796591,0.6354068713128402,0.5110758749666667,1.0,0.0,0.0,0.0
1,0,0,0,0.7830146387286661,0.5398055749835123,0.9870123874713316,0.5,0.0,0.0,1.0,0.0
0,0,0,1,0.6421864229618977,0.5,0.5,0.9965516797942384,0.0,0.0,0.0,1.0
0,1,0,0,0.6831333716879476,0.5,0.9981674914548372,0.5,0.0,0.0,1.0,0.0
0,0,0,1,0.8318173925239283,0.5,0.5,0.9991147448384148,0.0,0.0,0.0,1.0
1,0,0,0,0.989152001840272,0.506131296962606,0.5648801001015507,0.6575235821061816,1.0,0.0,0.0,0.0
0,1,0,0,0.5411481929526,0.9873796505796208,0.5501485850478206,0.5751304689781331,0.0,1.0,0.0,0.0
0,0,0,1,0.5701260404337959,0.6074592906513617,0.5,0.994017373574995,0.0,0.0,0.0,1.0
0,0,0,1,0.6585155938902643,0.5,0.5060895426952707,0.9897065071783168,0.0,0.0,0.0,1.0
1,0,0,0,0.9966602388862622,0.5426967465755935,0.6600237225739436,0.5,1.0,0.0,0.0,0.0
0,1,0,0,0.5043741633892725,0.9814353297087012,0.5873081257786537,0.5788575792726061,0.0,1.0,0.0,0.0
0,0,1,0,0.6568145953731389,0.5117415950931821,0.9942445033149888,0.5,0.0,0.0,1.0,0.0
0,0,1,0,0.5,0.7270913192097733,0.9842234300162642,0.726443447660162,0.0,0.0,1.0,0.0
0,0,0,1,0.6937472941322187,0.5,0.5,0.9975379101060524,0.0,0.0,0.0,1.0
0,0,1,0,0.5,0.9889104659933562,0.7703326180299378,0.6000200026867546,0.0,1.0,0.0,0.0
1,0,0,0,0.9971309854275328,0.5,0.5468739379163949,0.7473855551067077,1.0,0.0,0.0,0.0
0,0,1,0,0.6358811240972234,0.552439614780064,0.9957727301924012,0.5,0.0,0.0,1.0,0.0
0,0,1,0,0.5046818731973363,0.9881472648700168,0.5771293138961774,0.546591420621717,0.0,1.0,0.0,0.0
0,0,0,1,0.5533199340407445,0.9892108176751452,0.5582410364395278,0.5484157615609206,0.0,1.0,0.0,0.0
0,1,0,0,0.5625286038114519,0.9819716684216618,0.6595438569518492,0.5,0.0,1.0,0.0,0.0
0,0,0,1,0.6010864916586931,0.8316268379024302,0.8672699857600644,0.5433745334774573,0.0,0.0,0.0,1.0
0,1,0,0,0.5812194617677622,0.9859893139315158,0.5848369313023123,0.5286282290146475,0.0,1.0,0.0,0.0
0,1,0,0,0.5,0.9975256296848406,0.5,0.6232163511728301,0.0,1.0,0.0,0.0
0,0,0,1,0.6076142286076788,0.5,0.5,0.9979543081507812,0.0,0.0,0.0,1.0
0,1,0,0,0.5,0.9903845192666352,0.641296493554096,0.6359927087633713,0.0,1.0,0.0,0.0
0,0,0,1,0.5,0.8043399049723695,0.93731845675024,0.5611119499100835,0.0,0.0,1.0,0.0
0,0,1,0,0.5242107475183134,0.5985036916610623,0.9636823500404408,0.5635429712148428,0.0,0.0,1.0,0.0
0,0,1,0,0.5,0.502408813675557,0.978033989977456,0.9000697193908105,0.0,0.0,1.0,0.0
0,0,1,0,0.5028105138021826,0.678026134007406,0.9913001006031228,0.5186861335181652,0.0,0.0,1.0,0.0
0,1,0,0,0.5,0.9872668658978836,0.587300237796703,0.554425975014395,0.0,1.0,0.0,0.0
1,0,0,0,0.9777755929809508,0.5610238913204099,0.6052135198523516,0.6131407153300723,1.0,0.0,0.0,0.0
0,0,0,1,0.6516605201210397,0.5672095862492775,0.9946826876597046,0.5,0.0,0.0,1.0,0.0
1,0,0,0,0.571907634165788,0.9862782160545736,0.5768454265514862,0.5327379043639001,0.0,1.0,0.0,0.0
0,0,1,0,0.5,0.993926644147576,0.5,0.6252346104296409,0.0,1.0,0.0,0.0
1,0,0,0,0.9975261157185048,0.53891705373274,0.6677444781336042,0.5,1.0,0.0,0.0,0.0
0,0,0,1,0.6525323840594407,0.5,0.5,0.9990265410916144,0.0,0.0,0.0,1.0
1,0,0,0,0.9781554529832868,0.5,0.5109998565048224,0.8181486950634878,1.0,0.0,0.0,0.0
0,0,1,0,0.6350400302596938,0.5205533327298849,0.9956603364109944,0.5,0.0,0.0,1.0,0.0
1,0,0,0,0.5917453582825777,0.5063631824255078,0.994750561719736,0.5,0.0,0.0,1.0,0.0
0,0,1,0,0.5123380386296191,0.9924529017031138,0.5270627641706057,0.5717395879098733,0.0,1.0,0.0,0.0
0,0,1,0,0.6465930905377463,0.5,0.9967908364745428,0.5,0.0,0.0,1.0,0.0
1,0,0,0,0.5,0.993924672116332,0.5734172730199667,0.5667868505461184,0.0,1.0,0.0,0.0
0,0,1,0,0.6664208254853466,0.5,0.9984196612835942,0.5,0.0,0.0,1.0,0.0
0,0,0,1,0.6322481511228304,0.5,0.6194104121527281,0.9898868449880748,0.0,0.0,0.0,1.0
1,0,0,0,0.9852033425343576,0.515824336146775,0.7197899140315526,0.6124080672727192,1.0,0.0,0.0,0.0
0,0,0,1,0.5500866068398412,0.5110237016924756,0.5544152775664826,0.9943846117311306,0.0,0.0,0.0,1.0
0,1,0,0,0.5,0.9909448598972538,0.5917811692433897,0.5449401685614134,0.0,1.0,0.0,0.0
0,1,0,0,0.596764916670572,0.5446058735733937,0.9933817457329795,0.5,0.0,0.0,1.0,0.0
0,0,0,1,0.5,0.6535231374742964,0.7655703770118037,0.974634406553466,0.0,0.0,0.0,1.0
0,1,0,0,0.5371937635647972,0.9880489396487572,0.5947012604548204,0.5154248614313878,0.0,1.0,0.0,0.0
0,0,1,0,0.5250423221647479,0.9896199425321828,0.5408236210754411,0.5770229893919309,0.0,1.0,0.0,0.0
1,0,0,0,0.5931238915897245,0.5159319480086476,0.9916403999376834,0.5679686050168928,0.0,0.0,1.0,0.0
0,0,1,0,0.7427898016689604,0.5,0.9741334034006144,0.6724485413511957,0.0,0.0,1.0,0.0
0,0,1,0,0.5834964593373765,0.5738239583710619,0.9933724221634856,0.5014166198018396,0.0,0.0,1.0,0.0
0,0,0,1,0.6693408995928679,0.5,0.5,0.998460803128981,0.0,0.0,0.0,1.0
1,0,0,0,0.9968111930650418,0.5504650972971379,0.6704291811744941,0.5,1.0,0.0,0.0,0.0
0,0,0,1,0.6459396155162216,0.5,0.5,0.9969973004839178,0.0,0.0,0.0,1.0
1,0,0,0,0.8525701568310009,0.5,0.9783874099708628,0.7710682707795331,1.0,0.0,0.0,0.0
1,0,0,0,0.9855203846697314,0.5,0.5,0.7482314768747349,1.0,0.0,0.0,0.0
1,0,0,0,0.983150070639246,0.5156403029213844,0.8353348347109217,0.5,1.0,0.0,0.0,0.0
1,0,0,0,0.9910106937407716,0.5141485549510698,0.6580138859201763,0.6124571880633594,1.0,0.0,0.0,0.0
0,1,0,0,0.7040915933334541,0.5,0.5,0.9962992033698236,0.0,0.0,0.0,1.0
1,0,0,0,0.9707816321157392,0.5065972105445388,0.8639442774486885,0.5468709321790081,1.0,0.0,0.0,0.0
0,0,1,0,0.617660900467885,0.5124588443838807,0.9969982424862024,0.5,0.0,0.0,1.0,0.0
0,0,1,0,0.9931538755393432,0.5115790820551269,0.7481159191459518,0.5637576988889064,1.0,0.0,0.0,0.0
0,0,0,1,0.755140636805991,0.5,0.5,0.9976307606038664,0.0,0.0,0.0,1.0
0,0,0,1,0.5569062528998013,0.5,0.5,0.9985492835449192,0.0,0.0,0.0,1.0
1,0,0,0,0.5,0.9887381325249822,0.5359986829617285,0.646351170377373,0.0,1.0,0.0,0.0
1,0,0,0,0.993564273085165,0.5290252502157105,0.6726071283707115,0.5467266232271899,1.0,0.0,0.0,0.0
1,0,0,0,0.9945299368630928,0.5,0.677177862870129,0.6689377886958114,1.0,0.0,0.0,0.0
1,0,0,0,0.7770089894149468,0.531016252494691,0.8903737473262557,0.783866584677965,1.0,0.0,0.0,0.0
1,0,0,0,0.6140163002026312,0.510771589561238,0.990533429639033,0.5,0.0,0.0,1.0,0.0
0,0,0,1,0.6305568386470431,0.5,0.5,0.9966933593638564,0.0,0.0,0.0,1.0
0,0,0,1,0.6330686596254923,0.5,0.5,0.9984423704551106,0.0,0.0,0.0,1.0
0,1,0,0,0.52901463734505,0.9923703101977828,0.5335803784593048,0.563369581111688,0.0,1.0,0.0,0.0
0,1,0,0,0.5,0.9950767045222184,0.5183565777891649,0.5882765825337338,0.0,1.0,0.0,0.0
0,0,0,1,0.5773473738661556,0.5,0.5,0.9978521659715583,0.0,0.0,0.0,1.0
1,0,0,0,0.9228861030868688,0.5,0.5,0.972014895329687,1.0,0.0,0.0,0.0
0,0,1,0,0.5,0.9929541220984752,0.564307760108434,0.6045942943854022,0.0,1.0,0.0,0.0
0,1,0,0,0.5,0.9934295350140222,0.5814603980479934,0.5336085257696593,0.0,1.0,0.0,0.0
1,0,0,0,0.9944879926020844,0.5391574920166907,0.7052265016483213,0.5158295388844081,1.0,0.0,0.0,0.0
0,0,0,1,0.5693288151301967,0.5,0.5,0.999277372660328,0.0,0.0,0.0,1.0
0,1,0,0,0.6776210249637454,0.5492374684226915,0.9910507646531204,0.5,0.0,0.0,1.0,0.0
0,0,1,0,0.7474447432944039,0.5253768481610219,0.9797144479324652,0.6048892052955762,0.0,0.0,1.0,0.0
0,1,0,0,0.5,0.9957220067394372,0.5580015471127975,0.5885433463549278,0.0,1.0,0.0,0.0
1,0,0,0,0.9922359491377216,0.5,0.6592925146775173,0.6423291240858311,1.0,0.0,0.0,0.0
1,0,0,0,0.994250238799896,0.5,0.6200485545153211,0.6331911995388685,1.0,0.0,0.0,0.0
0,0,1,0,0.9359710980158432,0.5,0.8304711994493997,0.7952588557307607,1.0,0.0,0.0,0.0
0,0,1,0,0.5398071815120669,0.5579246099194837,0.9967120437300748,0.516802151130794,0.0,0.0,1.0,0.0
0,0,0,1,0.66244119756629,0.5598140018803216,0.5163263880753833,0.970058365209944,0.0,0.0,0.0,1.0
1,0,0,0,0.9931226480843132,0.5,0.6086828603533748,0.7170935583395148,1.0,0.0,0.0,0.0
0,1,0,0,0.5169442486451857,0.9871093160029496,0.5755436756729421,0.5454151079810706,0.0,1.0,0.0,0.0
0,0,1,0,0.9891589275493156,0.5,0.6326503632290038,0.7049028389934663,1.0,0.0,0.0,0.0
0,1,0,0,0.5386825961935238,0.9876662116441656,0.5645990653278404,0.5609225435900476,0.0,1.0,0.0,0.0
1,0,0,0,0.6354693930498189,0.9834417069022694,0.5988815119833547,0.5,0.0,1.0,0.0,0.0
1,0,0,0,0.9949177163456796,0.5234438113260014,0.6088278813625619,0.6053817617464533,1.0,0.0,0.0,0.0
1,0,0,0,0.9884887423614032,0.5463576027260059,0.6251017671481729,0.5902197575294255,1.0,0.0,0.0,0.0
0,0,0,1,0.5671997243090057,0.5018439358324445,0.5,0.9979930540836705,0.0,0.0,0.0,1.0
0,1,0,0,0.9946615696197632,0.5265220828177846,0.6574761063827763,0.5081286941868907,1.0,0.0,0.0,0.0
0,0,0,1,0.7685112194352552,0.5,0.5,0.9960147367980224,0.0,0.0,0.0,1.0
1,0,0,0,0.5849547660793981,0.9979011830227588,0.6305848168757665,0.5,0.0,1.0,0.0,0.0
1,0,0,0,0.9899367781145266,0.531923573997015,0.6453925218713116,0.5583533483734252,1.0,0.0,0.0,0.0
0,0,0,1,0.6236064860205475,0.5,0.5,0.9978162021792532,0.0,0.0,0.0,1.0
0,0,1,0,0.5941769798422437,0.5557907303732398,0.9945182329929724,0.5,0.0,0.0,1.0,0.0
0,1,0,0,0.5,0.9924337231944996,0.544198384523134,0.596595427575517,0.0,1.0,0.0,0.0
0,1,0,0,0.9960071738082692,0.5,0.6580551294831473,0.5461044542219355,1.0,0.0,0.0,0.0
1,0,0,0,0.9845537444540202,0.5,0.5849856323374818,0.7046159276096605,1.0,0.0,0.0,0.0
1,0,0,0,0.9867330619538938,0.5033314331108079,0.8351739468995664,0.5,1.0,0.0,0.0,0.0
1,0,0,0,0.9942180653750834,0.6333204770217324,0.5,0.6224302445760337,1.0,0.0,0.0,0.0
0,0,0,1,0.6376556562266454,0.5,0.5,0.9994383403382204,0.0,0.0,0.0,1.0
0,0,0,1,0.5834321635022126,0.5,0.5,0.9990450931683648,0.0,0.0,0.0,1.0
1,0,0,0,0.9950963885515752,0.5468329207531509,0.6185246174494679,0.5180775891123498,1.0,0.0,0.0,0.0
0,1,0,0,0.5,0.98747609044959,0.6204524782343429,0.532210970314734,0.0,1.0,0.0,0.0
0,0,1,0,0.9427150912598494,0.5302252296548159,0.9303165481522012,0.5066658704657476,1.0,0.0,0.0,0.0
1,0,0,0,0.710649886414801,0.5,0.9952799845899446,0.5,0.0,0.0,1.0,0.0
0,1,0,0,0.6772613537953532,0.5,0.996095593940154,0.5,0.0,0.0,1.0,0.0
0,1,0,0,0.5685986109010629,0.9860352249494292,0.5705228009493527,0.5484786814364813,0.0,1.0,0.0,0.0
0,0,0,1,0.6211905750602218,0.5,0.5,0.9990535386157186,0.0,0.0,0.0,1.0
0,1,0,0,0.6271129451704223,0.5,0.9977854917938062,0.5,0.0,0.0,1.0,0.0
1,0,0,0,0.9955478366426694,0.5610856897996338,0.660645643301329,0.5,1.0,0.0,0.0,0.0
0,1,0,0,0.5416753090609643,0.9892932394277236,0.5465067400812339,0.567828308859275,0.0,1.0,0.0,0.0
0,1,0,0,0.5,0.992731368383918,0.5119897533013221,0.6416241519833581,0.0,1.0,0.0,0.0
0,0,0,1,0.7318910054796584,0.5,0.5,0.9969602564586793,0.0,0.0,0.0,1.0
0,1,0,0,0.5188040127402023,0.9922335610348152,0.5420305790991737,0.5589661227123311,0.0,1.0,0.0,0.0
0,1,0,0,0.5071426743974138,0.9922010768063432,0.5386370860867088,0.5757254668924305,0.0,1.0,0.0,0.0
0,0,0,1,0.5,0.588163127219918,0.5864044735967249,0.992175316689321,0.0,0.0,0.0,1.0
0,0,1,0,0.5,0.7632784696570574,0.9926296266827088,0.5199686787625718,0.0,0.0,1.0,0.0
0,0,0,1,0.6308114983988665,0.5,0.5071923241749583,0.9935776810803002,0.0,0.0,0.0,1.0
0,0,1,0,0.5206342073252924,0.9878549353655188,0.5619152345622909,0.564635981763681,0.0,1.0,0.0,0.0
0,0,0,1,0.6530582724392693,0.5,0.5,0.9977803431051314,0.0,0.0,0.0,1.0
1,0,0,0,0.6738376852413263,0.5,0.9932151278242992,0.5,0.0,0.0,1.0,0.0
0,0,0,1,0.6524967322386497,0.5,0.5,0.9985258275411376,0.0,0.0,0.0,1.0
0,1,0,0,0.645980359546283,0.5,0.5,0.9991089879014948,0.0,0.0,0.0,1.0
0,1,0,0,0.645980359546283,0.5,0.5,0.9991089879014948,0.0,0.0,0.0,1.0
1,0,0,0,0.946715767008452,0.5626063872999717,0.5978061648494836,0.7847077878704438,1.0,0.0,0.0,0.0
0,1,0,0,0.5120762993823729,0.9884826692970674,0.5583043146073536,0.5618877231213079,0.0,1.0,0.0,0.0
0,1,0,0,0.6461411203366751,0.568178546207695,0.992954949394145,0.5,0.0,0.0,1.0,0.0
0,1,0,0,0.5660594207934295,0.5715248907685475,0.5580683016727942,0.9888593961494906,0.0,0.0,0.0,1.0
1,0,0,0,0.630492159065734,0.5,0.5,0.9932367865962324,1.0,0.0,0.0,0.0
0,1,0,0,0.5,0.9932867825493772,0.7155589183672185,0.5956748635044038,0.0,1.0,0.0,0.0
0,0,1,0,0.7063841541358468,0.5,0.9877046522367466,0.558617252756993,0.0,0.0,1.0,0.0
0,1,0,0,0.5298834907038992,0.9885415240446428,0.5535659330600466,0.5641428953303833,0.0,1.0,0.0,0.0
0,0,1,0,0.6834689515722151,0.5223861332366739,0.982735562159379,0.6233091976207489,0.0,0.0,1.0,0.0
0,0,0,1,0.6357148791763102,0.5,0.5,0.9984500904064448,0.0,0.0,0.0,1.0
0,0,1,0,0.713467949349283,0.5034682194450679,0.9940508488178428,0.5,0.0,0.0,1.0,0.0
0,1,0,0,0.516335481111438,0.99390903170974,0.5193386194606543,0.5816233382267615,0.0,1.0,0.0,0.0
1,0,0,0,0.5,0.9918262313456844,0.5965338142363185,0.5193305551080132,0.0,1.0,0.0,0.0
0,0,1,0,0.6552708395046826,0.511878385899221,0.9963074153727424,0.5,0.0,0.0,1.0,0.0
1,0,0,0,0.5,0.9898804750754148,0.5384857909063899,0.6168725544519084,0.0,1.0,0.0,0.0
0,0,1,0,0.5243331879923869,0.9878118389776164,0.5439537680202229,0.5894814482635646,0.0,1.0,0.0,0.0
0,0,1,0,0.5470928675083864,0.988288013766146,0.6754508653180787,0.5,0.0,1.0,0.0,0.0
1,0,0,0,0.9959993761279632,0.5254524693864694,0.6741232516940122,0.5,1.0,0.0,0.0,0.0
0,0,0,1,0.5922224120692956,0.5062965849103451,0.5300076751058341,0.9926256661056592,0.0,0.0,0.0,1.0
0,1,0,0,0.5063287495268791,0.9863302030732964,0.661669266629844,0.5228144172889534,0.0,1.0,0.0,0.0
0,0,0,1,0.6332095700427377,0.5,0.5,0.9979225714013276,0.0,0.0,0.0,1.0
0,1,0,0,0.5,0.9969213609813912,0.6569225141115952,0.5634688683249648,0.0,1.0,0.0,0.0
0,1,0,0,0.5,0.9971682891098562,0.5839644866665253,0.60719288807295,0.0,1.0,0.0,0.0
0,1,0,0,0.7574528590241291,0.5,0.991827541713428,0.5,0.0,0.0,1.0,0.0
0,0,1,0,0.6274965666727053,0.5083317792238371,0.9968737890400392,0.5,0.0,0.0,1.0,0.0
0,1,0,0,0.5,0.992181870039049,0.5436413815463573,0.5780312707792795,0.0,1.0,0.0,0.0
0,0,1,0,0.5986093536773868,0.5510231200029397,0.9949673378263556,0.5,0.0,0.0,1.0,0.0
0,0,0,1,0.5,0.5163311960172187,0.6548879395740792,0.9931174873539442,0.0,0.0,0.0,1.0
1,0,0,0,0.9919708238307778,0.5,0.6100181969482035,0.6709723555837931,1.0,0.0,0.0,0.0
0,1,0,0,0.5,0.9943880720374018,0.558525758574486,0.5606503152490038,0.0,1.0,0.0,0.0
0,1,0,0,0.5106298103762337,0.9898796152629448,0.6003282045261321,0.5150388031469422,0.0,1.0,0.0,0.0
0,1,0,0,0.5,0.9930856858120968,0.5086118778639319,0.6068371327078249,0.0,1.0,0.0,0.0
0,0,1,0,0.5,0.5909931324548323,0.949400878885133,0.8392767367686318,0.0,0.0,1.0,0.0
1,0,0,0,0.9949517317813896,0.5,0.6812590621832647,0.5,1.0,0.0,0.0,0.0
0,0,1,0,0.7694707813332895,0.5,0.996044265841502,0.5,0.0,0.0,1.0,0.0
0,1,0,0,0.5,0.997264789717374,0.5,0.6051795181329772,0.0,1.0,0.0,0.0
0,1,0,0,0.7183503505582179,0.5,0.9709940387079236,0.8116975586670686,0.0,0.0,1.0,0.0
0,1,0,0,0.5,0.994015748515764,0.5535723038355185,0.6394319135716223,0.0,1.0,0.0,0.0
0,0,0,1,0.5809547259319124,0.7079000510324635,0.5,0.9936077673672894,0.0,0.0,0.0,1.0
0,0,1,0,0.5456665995908637,0.9812746272507228,0.6212818783232195,0.5282961261520326,0.0,1.0,0.0,0.0
0,0,0,1,0.5,0.5569242923611353,0.5412980860571392,0.995697220124853,0.0,0.0,0.0,1.0
0,1,0,0,0.5,0.989767192780442,0.5776942163813205,0.5606733877360945,0.0,1.0,0.0,0.0
1,0,0,0,0.9970742142033152,0.5,0.6864367151079138,0.9601639420490172,1.0,0.0,0.0,0.0
0,1,0,0,0.5,0.5817480316043387,0.993037368478424,0.6614802600070339,0.0,0.0,1.0,0.0
0,1,0,0,0.5168274042211561,0.5129064850619417,0.8314645615675493,0.9793449271446066,0.0,0.0,0.0,1.0
0,0,0,1,0.6322132819386771,0.5,0.5,0.9956024807684138,0.0,0.0,0.0,1.0
0,0,0,1,0.5495030594906087,0.5075322353426251,0.8385085651026896,0.9721602618677592,0.0,0.0,0.0,1.0
1,0,0,0,0.9821043655105974,0.5,0.5,0.8827082024962144,1.0,0.0,0.0,0.0
1,0,0,0,0.9912348140461216,0.5,0.619165756313997,0.6795224603737389,1.0,0.0,0.0,0.0
0,0,0,1,0.5424918336369449,0.5123593957224201,0.5,0.997800877980776,0.0,0.0,0.0,1.0
0,0,0,1,0.5104826506656917,0.5210664281090956,0.8574400023234819,0.980993733851142,0.0,0.0,0.0,1.0
0,1,0,0,0.6040773418802811,0.8755070517463152,0.5,0.9110591526441568,0.0,0.0,0.0,1.0
0,1,0,0,0.5,0.9947331579545814,0.5675796484497435,0.5836875772636312,0.0,1.0,0.0,0.0
